MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HouseAge,RemodAge,TotalSF,OverallQual2,TotalBath
20,RL,85.0,11447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,3,674.0,4,TA,PConc,5,3,3,6,1571.0,1,0.0,393.0,1964.0,GasA,5,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,Fin,3.0,892.0,3,3,Y,0,265,0,0,0,0,0,6,2008,WD,Normal,3,2,3928.0,64,3.5
90,RM,97.0,8940,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,3,200.0,3,Gd,PConc,4,4,4,6,1309.0,1,0.0,35.0,1344.0,GasA,5,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,Typ,0,4,Attchd,Fin,4.0,784.0,3,3,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,11,10,2688.0,49,4.0
20,RL,77.0,9278,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,1092.0,1092.0,GasA,5,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Attchd,Unf,0.0,0.0,3,3,Y,0,52,0,0,0,0,0,2,2008,WD,Abnorml,1,0,2184.0,25,1.0
120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,3,197.0,3,TA,PConc,5,3,1,6,864.0,1,0.0,325.0,1189.0,GasA,5,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,Typ,0,4,Attchd,RFn,2.0,392.0,3,3,Y,0,122,0,0,0,0,0,4,2008,WD,Normal,11,11,2378.0,36,3.0
85,RL,150.0,14137,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,3,98.0,3,TA,CBlock,4,3,3,5,865.0,2,247.0,88.0,1200.0,GasA,4,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,3,6,Typ,0,4,2Types,Fin,3.0,850.0,3,3,Y,0,119,0,0,171,0,0,11,2008,ConLD,Normal,44,44,2400.0,16,2.0
120,RM,68.58035714285714,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,3,0.0,3,TA,PConc,4,3,1,6,769.0,1,0.0,271.0,1040.0,GasA,4,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,Unf,2.0,499.0,3,3,Y,0,100,0,0,0,0,0,6,2008,WD,Normal,33,33,2080.0,25,1.0
160,RM,41.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,3,0.0,3,TA,PConc,4,3,1,5,318.0,1,0.0,232.0,550.0,GasA,3,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,3,Attchd,Unf,1.0,336.0,3,3,Y,92,26,0,0,0,0,0,5,2008,WD,Normal,32,32,2025.0,25,2.0
180,RM,21.0,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,3,0.0,3,Gd,CBlock,4,3,3,6,501.0,1,0.0,25.0,526.0,GasA,4,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,3,5,Typ,0,4,BuiltIn,RFn,1.0,297.0,3,3,Y,120,101,0,0,0,0,0,6,2008,WD,Normal,35,2,1514.0,16,2.0
180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,3,0.0,3,TA,CBlock,4,3,4,6,437.0,1,0.0,25.0,462.0,GasA,3,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,3,4,Typ,1,1,BuiltIn,RFn,1.0,297.0,3,3,Y,0,101,0,120,0,0,0,7,2008,WD,Normal,35,35,1450.0,16,2.0
20,RL,68.58035714285714,17979,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,3,0.0,3,Gd,CBlock,3,3,1,5,785.0,1,0.0,328.0,1113.0,GasA,5,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,4,6,Typ,0,4,Attchd,Unf,1.0,257.0,3,3,Y,81,0,0,0,0,0,500,2,2008,WD,Normal,40,40,2273.0,25,2.0
160,RM,21.0,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,3,0.0,3,Gd,CBlock,3,3,1,6,358.0,1,0.0,188.0,546.0,GasA,5,Y,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,3,6,Typ,0,4,Attchd,Unf,0.0,0.0,3,3,Y,187,0,0,0,0,0,0,3,2008,WD,Normal,38,1,1638.0,36,2.5
20,RL,59.0,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,Gd,CBlock,3,3,1,6,534.0,1,0.0,282.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,3,4,Typ,0,4,Attchd,Unf,1.0,264.0,3,3,Y,315,0,0,0,0,0,0,4,2008,WD,Normal,25,25,1632.0,25,1.5
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,3,0.0,3,TA,CBlock,3,3,1,6,638.0,1,0.0,207.0,845.0,GasA,4,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,4,6,Typ,0,4,Attchd,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,26,3,1690.0,25,1.0
20,RL,74.0,12395,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,3,0.0,3,TA,CBlock,3,3,1,5,647.0,1,0.0,217.0,864.0,GasA,3,Y,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,Unf,2.0,484.0,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,24,24,1753.0,25,1.0
70,RL,68.58035714285714,56600,Pave,IR1,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,5,Y,SBrkr,1150,686,0,1836,0.0,0.0,2,0,4,1,3,7,Maj1,0,4,Detchd,Unf,1.0,288.0,3,2,N,0,0,0,0,0,0,0,1,2008,WD,Normal,108,58,2522.0,25,2.0
20,RL,85.0,10667,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,3,302.0,3,TA,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,3,Y,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,Unf,2.0,525.0,3,3,Y,0,44,0,0,0,0,0,3,2007,WD,Normal,36,36,3174.0,36,2.0
80,RL,56.0,8872,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,4,Y,SBrkr,754,630,0,1384,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,Fin,2.0,390.0,3,3,Y,0,0,0,0,0,0,0,3,2007,WD,Normal,10,10,1768.0,36,2.5
80,RL,68.58035714285714,10147,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,3,32.0,3,TA,PConc,4,3,1,2,186.0,1,0.0,206.0,392.0,GasA,4,Y,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,Fin,2.0,398.0,3,3,Y,256,64,0,0,0,0,0,3,2007,WD,Normal,13,13,2086.0,36,2.5
60,RL,68.58035714285714,8637,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,TA,PConc,4,3,1,5,871.0,1,0.0,52.0,923.0,GasA,4,Y,SBrkr,947,767,0,1714,1.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2.0,451.0,3,3,Y,256,48,0,0,0,0,0,4,2007,WD,Abnorml,8,7,2637.0,36,3.5
60,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,3,0.0,4,TA,PConc,4,3,1,3,414.0,1,0.0,277.0,691.0,GasA,4,Y,SBrkr,691,862,0,1553,0.0,0.0,2,1,3,1,4,6,Typ,0,4,Attchd,Fin,2.0,420.0,3,3,Y,0,44,0,0,0,0,0,8,2007,WD,Normal,11,11,2244.0,49,2.5
60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,938.0,938.0,GasA,5,Y,SBrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,3,7,Typ,1,3,Attchd,Fin,2.0,482.0,3,3,Y,188,30,0,0,0,0,0,8,2007,WD,Normal,8,4,3237.0,36,3.5
20,RL,68.58035714285714,9556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,3,52.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,1168.0,1168.0,GasA,4,Y,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,Typ,0,4,Attchd,RFn,2.0,420.0,3,3,Y,0,21,0,0,0,0,0,8,2007,WD,Normal,15,14,2355.0,49,2.0
60,RL,68.58035714285714,7655,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,903.0,903.0,GasA,4,Y,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2.0,392.0,3,3,Y,290,84,0,0,0,0,0,7,2007,WD,Normal,14,13,2545.0,36,2.5
20,RL,160.0,18160,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,1,138.0,3,TA,CBlock,3,3,3,4,550.0,1,0.0,752.0,1302.0,GasA,2,Y,SBrkr,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,Unf,2.0,480.0,3,3,P,0,108,246,0,0,0,0,3,2007,WD,Alloca,43,43,2430.0,36,2.0
120,RL,38.0,4740,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,3,0.0,4,TA,CBlock,4,3,4,6,248.0,1,0.0,918.0,1166.0,GasA,4,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,Typ,0,4,Attchd,RFn,2.0,480.0,3,3,Y,0,108,0,0,135,0,0,10,2007,WD,Normal,19,19,2345.0,64,3.0
120,RL,35.0,5118,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,3,0.0,4,TA,PConc,4,3,4,6,926.0,1,0.0,386.0,1312.0,GasA,4,Y,SBrkr,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,Typ,1,3,Attchd,RFn,2.0,484.0,3,3,Y,0,64,140,0,0,0,0,8,2007,WD,Normal,17,17,2633.0,64,2.0
60,RL,98.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,2,146.0,4,TA,PConc,5,3,2,6,986.0,1,0.0,163.0,1149.0,GasA,5,Y,SBrkr,1164,1377,0,2541,1.0,0.0,3,1,4,1,5,10,Typ,1,4,BuiltIn,Fin,3.0,729.0,3,3,Y,120,32,0,0,0,0,0,7,2007,WD,Normal,2,2,3690.0,64,4.5
20,RL,52.0,51974,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,3,710.0,5,TA,PConc,5,3,3,6,1101.0,1,0.0,1559.0,2660.0,GasA,5,Y,SBrkr,2338,0,0,2338,1.0,0.0,2,1,4,1,4,8,Typ,2,4,Attchd,Fin,3.0,1110.0,4,3,Y,0,135,0,0,322,0,0,6,2007,New,Partial,1,0,4998.0,81,3.5
190,RL,195.0,41600,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1100.0,GasW,3,Y,SBrkr,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,Mod,0,4,2Types,Unf,3.0,828.0,3,3,N,144,0,0,0,0,0,0,11,2007,WD,Normal,38,17,2524.0,25,2.5
120,RL,61.0,8035,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,3,165.0,4,TA,PConc,5,3,4,6,797.0,1,0.0,815.0,1612.0,GasA,5,Y,SBrkr,1612,0,0,1612,1.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,Fin,2.0,556.0,3,3,Y,0,164,0,0,0,0,0,3,2007,WD,Normal,1,1,3224.0,81,3.0
20,RL,85.0,14082,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,3,945.0,4,TA,PConc,5,4,4,6,1558.0,1,0.0,662.0,2220.0,GasA,5,Y,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,Typ,1,4,Attchd,RFn,2.0,724.0,3,3,Y,390,80,0,0,0,0,0,1,2007,WD,Normal,1,1,4454.0,64,2.5
20,RL,81.0,13870,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,3,250.0,5,TA,PConc,5,3,4,6,1152.0,1,0.0,590.0,1742.0,GasA,5,Y,SBrkr,2042,0,0,2042,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,Fin,3.0,724.0,3,3,Y,240,52,0,0,174,0,0,10,2007,New,Partial,1,0,3784.0,100,3.0
20,RL,68.58035714285714,10960,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,HdBoard,HdBoard,3,0.0,3,TA,CBlock,4,3,1,6,256.0,1,0.0,1028.0,1284.0,GasA,3,Y,SBrkr,1284,0,0,1284,1.0,0.0,2,0,3,1,3,5,Typ,0,4,Attchd,Unf,2.0,480.0,3,3,Y,0,0,192,0,0,0,0,4,2007,COD,Abnorml,23,23,2568.0,36,3.0
60,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,3,306.0,4,TA,CBlock,4,3,1,5,321.0,1,0.0,404.0,725.0,GasA,5,Y,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,4,6,Typ,1,3,Attchd,RFn,2.0,484.0,3,3,Y,167,72,0,0,0,0,0,3,2007,WD,Normal,26,4,2204.0,49,2.5
20,RL,93.0,12299,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,2,67.0,3,TA,CBlock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,GasA,3,Y,SBrkr,1664,0,0,1664,1.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,2.0,663.0,3,3,Y,0,0,0,0,0,0,0,9,2007,WD,Normal,29,22,3193.0,49,3.0
60,RL,61.0,11339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,HdBoard,Plywood,3,549.0,3,TA,CBlock,4,3,1,5,758.0,1,0.0,22.0,780.0,GasA,3,Y,SBrkr,1085,845,0,1930,1.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,Fin,2.0,481.0,3,3,Y,192,72,0,0,0,0,0,3,2007,WD,Normal,28,28,2710.0,49,3.5
20,RL,79.0,11850,Pave,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,3,98.0,3,TA,CBlock,4,3,1,5,781.0,1,0.0,372.0,1153.0,GasA,3,Y,SBrkr,1177,0,0,1177,0.0,0.0,2,0,3,1,4,6,Typ,0,4,Attchd,Fin,2.0,495.0,3,3,Y,204,103,0,0,0,0,0,8,2007,WD,Normal,23,23,2330.0,36,2.0
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,3,253.0,3,TA,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,5,Y,SBrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,Typ,1,3,Attchd,RFn,2.0,478.0,3,3,Y,240,141,0,0,0,0,0,8,2007,WD,Normal,28,8,2612.0,36,3.0
20,RL,128.0,13001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,3,176.0,3,TA,CBlock,3,3,2,5,492.0,4,121.0,1012.0,1625.0,GasA,3,Y,SBrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,Typ,1,3,Attchd,Unf,2.0,944.0,3,3,Y,0,0,249,0,0,0,0,9,2007,WD,Normal,36,36,2845.0,36,2.5
80,RL,64.0,8991,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,2,130.0,3,TA,CBlock,4,3,4,6,624.0,3,604.0,0.0,1228.0,GasA,3,Y,SBrkr,1324,0,0,1324,0.0,1.0,2,0,3,1,4,5,Typ,1,2,Attchd,Fin,2.0,585.0,3,3,Y,407,36,0,0,0,0,0,2,2007,WD,Normal,31,31,2552.0,49,2.5
60,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,CBlock,3,3,1,5,931.0,2,153.0,0.0,1084.0,GasA,3,Y,SBrkr,1084,793,0,1877,1.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,Unf,2.0,488.0,3,3,Y,0,96,0,0,0,0,0,11,2007,WD,Normal,33,33,2961.0,36,3.5
20,RL,63.0,9457,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,CBlock,3,3,1,5,566.0,1,0.0,359.0,925.0,GasA,3,Y,SBrkr,1422,0,0,1422,1.0,0.0,1,0,3,1,3,7,Min2,0,4,Detchd,Unf,2.0,576.0,3,3,Y,252,0,0,0,0,0,0,9,2007,WD,Normal,37,17,2347.0,25,2.0
20,RL,66.0,7920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,3,32.0,3,TA,CBlock,3,3,1,5,81.0,6,619.0,214.0,914.0,GasA,5,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5,5,Typ,0,4,Attchd,RFn,1.0,368.0,3,4,Y,120,0,0,0,0,0,0,10,2007,WD,Normal,37,5,1828.0,25,1.0
20,RL,68.58035714285714,17199,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,Gd,BrkTil,3,3,1,5,314.0,1,0.0,600.0,914.0,GasA,5,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Basment,Unf,1.0,270.0,2,3,Y,140,0,0,0,0,0,0,7,2007,WD,Normal,46,46,1828.0,16,1.0
120,RH,33.0,4113,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,3,0.0,4,TA,PConc,4,3,2,1,0.0,1,0.0,1337.0,1337.0,GasA,5,Y,SBrkr,1337,0,0,1337,0.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,Fin,2.0,511.0,3,3,Y,136,68,0,0,0,0,0,7,2007,WD,Normal,6,6,2674.0,36,2.0
120,RH,26.0,10943,Pave,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,3,0.0,4,TA,PConc,4,3,1,6,930.0,1,0.0,475.0,1405.0,GasA,5,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,Fin,2.0,522.0,3,3,Y,0,68,0,0,0,0,0,10,2007,WD,Normal,10,9,2742.0,36,3.0
160,RM,21.0,2205,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,3,567.0,3,TA,CBlock,3,3,1,5,312.0,1,0.0,213.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,Typ,0,4,Detchd,Unf,1.0,264.0,3,3,Y,144,0,0,0,0,0,0,2,2007,WD,Normal,34,34,1617.0,36,1.5
160,RM,21.0,2058,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,3,265.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,4,1,5,7,Typ,0,4,Detchd,Unf,1.0,264.0,3,3,Y,0,28,0,0,0,0,0,12,2007,WD,Normal,34,34,1890.0,36,1.5
120,RL,24.0,2304,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,3,0.0,3,TA,CBlock,4,3,1,6,632.0,1,6.0,423.0,1061.0,GasA,3,Y,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,Typ,0,4,Attchd,Unf,1.0,319.0,3,3,Y,108,32,0,0,0,0,0,4,2007,WD,Normal,29,29,2116.0,49,2.0
20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,3,52.0,3,TA,CBlock,3,3,1,4,725.0,1,0.0,263.0,988.0,GasA,3,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,5,Typ,0,4,Detchd,Unf,1.0,360.0,3,3,Y,0,0,0,0,0,0,0,11,2007,WD,Normal,41,41,1976.0,25,2.0
20,RL,96.0,12469,Pave,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,2,378.0,5,TA,PConc,5,3,4,6,1151.0,1,0.0,639.0,1790.0,GasA,5,Y,SBrkr,1816,0,0,1816,1.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,Fin,3.0,730.0,3,3,Y,186,36,0,0,0,0,0,8,2007,New,Partial,1,0,3606.0,81,3.0
20,RL,91.0,11825,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,2,302.0,4,TA,PConc,5,3,2,1,0.0,1,0.0,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3.0,856.0,3,3,Y,0,112,0,0,0,0,0,6,2007,New,Partial,1,0,3388.0,64,2.0
